ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_00246,Fenix Recuperacao de Credito,2026-02-10,127,6112.72,Acordo Firmado,95.0,Sul
CONTR_2026_00247,Vertice Asset e Cobranca,2026-04-29,89,2195.84,Insucesso,30.0,Nordeste
CONTR_2026_00248,Vertice Asset e Cobranca,2026-04-10,160,9093.25,Acordo Firmado,35.0,Nordeste
CONTR_2026_00249,Vertice Asset e Cobranca,2026-02-10,116,12702.46,Insucesso,51.0,Sudeste
CONTR_2026_00250,Acerta Credito Integrado,2026-04-10,80,6222.83,Acordo Firmado,85.0,Sul
CONTR_2026_00251,Vertice Asset e Cobranca,2026-04-18,88,2808.73,Acordo Firmado,30.0,Nordeste
CONTR_2026_00252,Vertice Asset e Cobranca,2026-01-04,59,2188.36,Em Aberto,80.0,Nordeste
CONTR_2026_00253,Acerta Credito Integrado,2026-02-26,100,2516.33,Acordo Firmado,63.0,Sudeste
CONTR_2026_00254,Vertice Asset e Cobranca,2026-01-30,80,1285.24,Insucesso,8.0,Nordeste
CONTR_2026_00255,Fenix Recuperacao de Credito,2026-03-29,111,1251.1,Em Aberto,91.0,Sudeste
CONTR_2026_00256,Nexus Mediacao Financeira,2026-03-25,49,2962.27,Acordo Firmado,33.0,Centro-Oeste
CONTR_2026_00257,Fenix Recuperacao de Credito,2026-02-15,80,14017.13,Em Aberto,43.0,Sul
CONTR_2026_00258,Nexus Mediacao Financeira,2026-02-25,55,6055.42,Insucesso,76.0,Sudeste
CONTR_2026_00259,Nexus Mediacao Financeira,2026-01-31,57,3639.67,Ajuizado,43.0,Nordeste
CONTR_2026_00260,Fenix Recuperacao de Credito,2026-03-29,108,1254.53,Acordo Firmado,45.0,Centro-Oeste
CONTR_2026_00261,Nexus Mediacao Financeira,2026-01-07,123,24078.13,Acordo Firmado,87.0,Centro-Oeste
CONTR_2026_00262,Vertice Asset e Cobranca,2026-03-31,20,4242.6,Acordo Firmado,54.0,Sudeste
CONTR_2026_00263,Fenix Recuperacao de Credito,2026-03-18,145,25040.11,Insucesso,65.0,Sudeste
CONTR_2026_00264,Nexus Mediacao Financeira,2026-02-23,132,7567.33,Em Aberto,7.0,Sul
CONTR_2026_00265,Acerta Credito Integrado,2026-01-08,49,1462.99,Insucesso,36.0,Sudeste
CONTR_2026_00266,Acerta Credito Integrado,2026-02-24,114,10995.89,Em Aberto,25.0,Sudeste
CONTR_2026_00267,Nexus Mediacao Financeira,2026-03-10,76,4979.36,Em Aberto,85.0,Sul
CONTR_2026_00268,Acerta Credito Integrado,2026-02-13,87,4214.05,Acordo Firmado,37.0,Nordeste
CONTR_2026_00269,Vertice Asset e Cobranca,2026-01-13,108,8291.02,Ajuizado,12.0,Norte
CONTR_2026_00270,Vertice Asset e Cobranca,2026-04-03,104,8653.85,Em Aberto,32.0,Norte
CONTR_2026_00271,Acerta Credito Integrado,2026-01-20,72,9158.72,Ajuizado,49.0,Sudeste
CONTR_2026_00272,Acerta Credito Integrado,2026-03-19,72,8346.77,Ajuizado,38.0,Norte
CONTR_2026_00273,Acerta Credito Integrado,2026-02-01,74,6325.93,Acordo Firmado,56.0,Sul
CONTR_2026_00274,Fenix Recuperacao de Credito,2026-03-01,124,6829.23,Em Aberto,80.0,Norte
CONTR_2026_00275,Nexus Mediacao Financeira,2026-02-19,34,10980.2,Acordo Firmado,65.0,Centro-Oeste
CONTR_2026_00276,Nexus Mediacao Financeira,2026-01-27,85,7064.64,Insucesso,26.0,Nordeste
CONTR_2026_00277,Acerta Credito Integrado,2026-04-30,137,1734.35,Acordo Firmado,57.0,Nordeste
CONTR_2026_00278,Nexus Mediacao Financeira,2026-01-25,111,6385.24,Em Aberto,14.0,Nordeste
CONTR_2026_00279,Acerta Credito Integrado,2026-02-21,121,2131.61,Acordo Firmado,56.0,Nordeste
CONTR_2026_00280,Acerta Credito Integrado,2026-03-09,85,1271.78,Insucesso,70.0,Sudeste
CONTR_2026_00281,Acerta Credito Integrado,2026-01-21,55,2405.05,Acordo Firmado,41.0,Sudeste
CONTR_2026_00282,Vertice Asset e Cobranca,2026-01-18,91,2038.57,Ajuizado,51.0,Nordeste
CONTR_2026_00283,Vertice Asset e Cobranca,2026-02-08,69,1738.46,Em Aberto,84.0,Nordeste
CONTR_2026_00284,Fenix Recuperacao de Credito,2026-01-15,156,2410.27,Em Aberto,67.0,Nordeste
CONTR_2026_00285,Nexus Mediacao Financeira,2026-02-22,85,5345.63,Em Aberto,12.0,Nordeste
CONTR_2026_00286,Fenix Recuperacao de Credito,2026-02-07,109,2021.25,Em Aberto,97.0,Nordeste
CONTR_2026_00287,Vertice Asset e Cobranca,2026-02-17,141,2838.62,Em Aberto,49.0,Centro-Oeste
CONTR_2026_00288,Nexus Mediacao Financeira,2026-02-21,57,10672.02,Acordo Firmado,1.0,Centro-Oeste
CONTR_2026_00289,Vertice Asset e Cobranca,2026-03-29,21,12148.57,Acordo Firmado,19.0,Nordeste
CONTR_2026_00290,Nexus Mediacao Financeira,2026-03-13,104,3225.46,Em Aberto,66.0,Sudeste
CONTR_2026_00291,Fenix Recuperacao de Credito,2026-01-28,110,12660.75,Insucesso,58.0,Centro-Oeste
CONTR_2026_00292,Fenix Recuperacao de Credito,2026-03-26,77,5606.16,Em Aberto,87.0,Sudeste
CONTR_2026_00293,Acerta Credito Integrado,2026-01-16,55,2483.3,Ajuizado,72.0,Sul
CONTR_2026_00294,Vertice Asset e Cobranca,2026-04-28,99,8218.09,Acordo Firmado,98.0,Norte
CONTR_2026_00295,Fenix Recuperacao de Credito,2026-01-16,89,13961.27,Em Aberto,4.0,Nordeste
CONTR_2026_00296,Nexus Mediacao Financeira,2026-02-04,99,6582.82,Em Aberto,8.0,Nordeste
CONTR_2026_00297,Acerta Credito Integrado,2026-01-17,56,2324.04,Em Aberto,27.0,Sudeste
CONTR_2026_00298,Fenix Recuperacao de Credito,2026-03-14,99,1648.97,Insucesso,26.0,Sudeste
CONTR_2026_00299,Nexus Mediacao Financeira,2026-04-09,114,2503.01,Em Aberto,97.0,Nordeste
CONTR_2026_00300,Fenix Recuperacao de Credito,2026-02-21,44,3266.29,Acordo Firmado,43.0,Centro-Oeste
CONTR_2026_00301,Fenix Recuperacao de Credito,2026-04-03,133,3230.34,Acordo Firmado,40.0,Sul
CONTR_2026_00302,Nexus Mediacao Financeira,2026-04-13,97,4651.22,Em Aberto,50.0,Nordeste
CONTR_2026_00303,Nexus Mediacao Financeira,2026-03-23,115,4717.7,Acordo Firmado,67.0,Sul
CONTR_2026_00304,Nexus Mediacao Financeira,2026-01-12,51,4387.92,Em Aberto,73.0,Sul
CONTR_2026_00305,Acerta Credito Integrado,2026-03-24,110,3306.63,Em Aberto,74.0,Nordeste
CONTR_2026_00306,Vertice Asset e Cobranca,2026-02-17,40,1764.89,Em Aberto,29.0,Nordeste
CONTR_2026_00307,Nexus Mediacao Financeira,2026-01-22,61,3909.16,Acordo Firmado,85.0,Centro-Oeste
CONTR_2026_00308,Vertice Asset e Cobranca,2026-04-30,97,22458.62,Em Aberto,42.0,Nordeste
CONTR_2026_00309,Acerta Credito Integrado,2026-02-18,81,6504.77,Insucesso,18.0,Sudeste
CONTR_2026_00310,Vertice Asset e Cobranca,2026-02-21,90,4097.1,Acordo Firmado,81.0,Nordeste
CONTR_2026_00311,Vertice Asset e Cobranca,2026-03-20,147,1635.91,Em Aberto,21.0,Centro-Oeste
CONTR_2026_00312,Fenix Recuperacao de Credito,2026-01-01,90,2399.22,Acordo Firmado,67.0,Nordeste
CONTR_2026_00313,Fenix Recuperacao de Credito,2026-03-07,111,5474.18,Acordo Firmado,62.0,Nordeste
CONTR_2026_00314,Vertice Asset e Cobranca,2026-03-05,87,4644.52,Insucesso,27.0,Sul
CONTR_2026_00315,Acerta Credito Integrado,2026-01-08,87,1296.91,Em Aberto,96.0,Nordeste
CONTR_2026_00316,Nexus Mediacao Financeira,2026-03-27,60,1650.91,Acordo Firmado,93.0,Nordeste
CONTR_2026_00317,Vertice Asset e Cobranca,2026-01-25,101,3400.35,Acordo Firmado,47.0,Nordeste
CONTR_2026_00318,Fenix Recuperacao de Credito,2026-03-07,166,1958.92,Em Aberto,93.0,Sudeste
CONTR_2026_00319,Fenix Recuperacao de Credito,2026-04-25,92,17031.73,Em Aberto,26.0,Nordeste
CONTR_2026_00320,Vertice Asset e Cobranca,2026-03-14,81,1373.57,Acordo Firmado,9.0,Sudeste
CONTR_2026_00321,Nexus Mediacao Financeira,2026-03-14,124,19457.8,Insucesso,91.0,Sul
CONTR_2026_00322,Acerta Credito Integrado,2026-03-18,120,6543.62,Em Aberto,12.0,Nordeste
CONTR_2026_00323,Nexus Mediacao Financeira,2026-03-11,103,3814.72,Acordo Firmado,16.0,Sul
CONTR_2026_00324,Vertice Asset e Cobranca,2026-04-04,80,5076.48,Acordo Firmado,47.0,Sul
CONTR_2026_00325,Vertice Asset e Cobranca,2026-03-20,124,3839.22,Em Aberto,56.0,Sul
CONTR_2026_00326,Acerta Credito Integrado,2026-02-20,93,5457.29,Insucesso,66.0,Nordeste
CONTR_2026_00327,Nexus Mediacao Financeira,2026-02-22,117,2024.41,Insucesso,51.0,Sudeste
CONTR_2026_00328,Nexus Mediacao Financeira,2026-01-15,65,1839.24,Acordo Firmado,27.0,Sul
CONTR_2026_00329,Vertice Asset e Cobranca,2026-02-19,72,4960.14,Acordo Firmado,73.0,Nordeste
CONTR_2026_00330,Fenix Recuperacao de Credito,2026-03-12,92,1570.06,Acordo Firmado,66.0,Sudeste
CONTR_2026_00331,Vertice Asset e Cobranca,2026-03-16,52,2929.98,Em Aberto,62.0,Nordeste
CONTR_2026_00332,Acerta Credito Integrado,2026-04-14,78,14279.29,Acordo Firmado,71.0,Nordeste
CONTR_2026_00333,Fenix Recuperacao de Credito,2026-02-07,51,11645.97,Em Aberto,8.0,Sul
CONTR_2026_00334,Fenix Recuperacao de Credito,2026-02-09,43,10101.2,Insucesso,38.0,Sudeste
CONTR_2026_00335,Fenix Recuperacao de Credito,2026-03-07,163,4737.89,Ajuizado,6.0,Sudeste
CONTR_2026_00336,Fenix Recuperacao de Credito,2026-04-25,71,1341.4,Acordo Firmado,59.0,Nordeste
CONTR_2026_00337,Acerta Credito Integrado,2026-04-22,74,1846.95,Insucesso,19.0,Sudeste
CONTR_2026_00338,Acerta Credito Integrado,2026-02-08,92,13794.45,Insucesso,79.0,Nordeste
CONTR_2026_00339,Vertice Asset e Cobranca,2026-03-15,58,10251.88,Ajuizado,56.0,Norte
CONTR_2026_00340,Fenix Recuperacao de Credito,2026-04-18,74,3562.21,Ajuizado,28.0,Nordeste
CONTR_2026_00341,Vertice Asset e Cobranca,2026-01-17,145,7727.73,Em Aberto,94.0,Sul
CONTR_2026_00342,Vertice Asset e Cobranca,2026-01-07,100,10838.85,Acordo Firmado,91.0,Centro-Oeste
CONTR_2026_00343,Fenix Recuperacao de Credito,2026-04-28,119,6042.34,Em Aberto,10.0,Nordeste
CONTR_2026_00344,Vertice Asset e Cobranca,2026-04-14,137,10804.57,Insucesso,45.0,Nordeste
CONTR_2026_00345,Vertice Asset e Cobranca,2026-02-08,96,2603.03,Acordo Firmado,95.0,Centro-Oeste
CONTR_2026_00346,Nexus Mediacao Financeira,2026-03-09,83,4300.75,Em Aberto,65.0,Sul
CONTR_2026_00347,Nexus Mediacao Financeira,2026-02-04,46,5526.11,Em Aberto,50.0,Nordeste
CONTR_2026_00348,Fenix Recuperacao de Credito,2026-02-20,78,6186.93,Acordo Firmado,32.0,Sul
CONTR_2026_00349,Vertice Asset e Cobranca,2026-02-16,85,22910.31,Acordo Firmado,61.0,Sul
CONTR_2026_00350,Nexus Mediacao Financeira,2026-02-05,65,10551.78,Em Aberto,16.0,Sudeste
CONTR_2026_00351,Nexus Mediacao Financeira,2026-03-05,136,1484.23,Em Aberto,6.0,Norte
CONTR_2026_00352,Acerta Credito Integrado,2026-04-05,123,2126.43,Ajuizado,66.0,Sudeste
CONTR_2026_00353,Nexus Mediacao Financeira,2026-03-30,119,6552.19,Acordo Firmado,62.0,Sudeste
CONTR_2026_00354,Fenix Recuperacao de Credito,2026-04-15,86,2575.54,Em Aberto,66.0,Nordeste
CONTR_2026_00355,Fenix Recuperacao de Credito,2026-01-13,59,2065.63,Em Aberto,67.0,Norte
CONTR_2026_00356,Nexus Mediacao Financeira,2026-01-18,129,6692.82,Em Aberto,19.0,Nordeste
CONTR_2026_00357,Fenix Recuperacao de Credito,2026-01-21,100,5043.93,Acordo Firmado,4.0,Nordeste
CONTR_2026_00358,Nexus Mediacao Financeira,2026-04-22,113,9378.65,Em Aberto,51.0,Sul
CONTR_2026_00359,Fenix Recuperacao de Credito,2026-03-06,108,3123.62,Em Aberto,18.0,Nordeste
CONTR_2026_00360,Nexus Mediacao Financeira,2026-04-10,99,3200.18,Acordo Firmado,82.0,Sudeste
CONTR_2026_00361,Vertice Asset e Cobranca,2026-04-24,149,2015.49,Em Aberto,46.0,Nordeste
CONTR_2026_00362,Nexus Mediacao Financeira,2026-01-08,70,6481.47,Insucesso,46.0,Nordeste
CONTR_2026_00363,Vertice Asset e Cobranca,2026-04-26,80,7370.3,Acordo Firmado,85.0,Sudeste
CONTR_2026_00364,Nexus Mediacao Financeira,2026-02-17,139,1944.98,Em Aberto,21.0,Sudeste
CONTR_2026_00365,Fenix Recuperacao de Credito,2026-03-26,92,2665.91,Em Aberto,30.0,Sul
CONTR_2026_00366,Vertice Asset e Cobranca,2026-02-12,86,2037.78,Em Aberto,64.0,Sudeste
CONTR_2026_00367,Vertice Asset e Cobranca,2026-04-26,82,8085.23,Acordo Firmado,41.0,Sudeste
CONTR_2026_00368,Fenix Recuperacao de Credito,2026-02-22,110,2372.9,Em Aberto,17.0,Sudeste
CONTR_2026_00369,Fenix Recuperacao de Credito,2026-04-27,83,2025.83,Em Aberto,5.0,Nordeste
CONTR_2026_00370,Fenix Recuperacao de Credito,2026-03-26,79,1562.06,Acordo Firmado,5.0,Nordeste
CONTR_2026_00371,Fenix Recuperacao de Credito,2026-01-27,109,10098.15,Acordo Firmado,73.0,Centro-Oeste
CONTR_2026_00372,Fenix Recuperacao de Credito,2026-01-19,92,1861.83,Ajuizado,75.0,Sudeste
CONTR_2026_00373,Fenix Recuperacao de Credito,2026-01-23,59,1350.58,Ajuizado,48.0,Nordeste
CONTR_2026_00374,Nexus Mediacao Financeira,2026-04-25,90,1532.33,Em Aberto,78.0,Nordeste
CONTR_2026_00375,Fenix Recuperacao de Credito,2026-02-19,131,3485.09,Em Aberto,38.0,Centro-Oeste
CONTR_2026_00376,Vertice Asset e Cobranca,2026-02-20,112,5739.78,Acordo Firmado,6.0,Norte
CONTR_2026_00377,Acerta Credito Integrado,2026-02-12,135,3739.19,Em Aberto,58.0,Sul
CONTR_2026_00378,Fenix Recuperacao de Credito,2026-04-09,68,4238.58,Acordo Firmado,14.0,Sudeste
CONTR_2026_00379,Acerta Credito Integrado,2026-04-14,122,13785.42,Em Aberto,72.0,Centro-Oeste
CONTR_2026_00380,Vertice Asset e Cobranca,2026-04-26,70,8313.16,Ajuizado,94.0,Sudeste
CONTR_2026_00381,Fenix Recuperacao de Credito,2026-02-20,53,3285.47,Insucesso,59.0,Sudeste
CONTR_2026_00382,Nexus Mediacao Financeira,2026-04-16,65,2038.04,Insucesso,65.0,Sul
CONTR_2026_00383,Nexus Mediacao Financeira,2026-04-22,93,8114.95,Em Aberto,89.0,Sudeste
CONTR_2026_00384,Acerta Credito Integrado,2026-03-10,120,5460.99,Acordo Firmado,13.0,Sul
CONTR_2026_00385,Acerta Credito Integrado,2026-04-26,99,17583.41,Insucesso,27.0,Nordeste
CONTR_2026_00386,Acerta Credito Integrado,2026-02-10,85,13153.93,Acordo Firmado,25.0,Nordeste
CONTR_2026_00387,Vertice Asset e Cobranca,2026-03-13,59,5346.47,Em Aberto,56.0,Sul
CONTR_2026_00388,Fenix Recuperacao de Credito,2026-01-11,111,1562.37,Em Aberto,68.0,Sudeste
CONTR_2026_00389,Acerta Credito Integrado,2026-03-21,118,1357.25,Em Aberto,59.0,Sudeste
CONTR_2026_00390,Acerta Credito Integrado,2026-04-13,98,10286.01,Em Aberto,95.0,Sudeste
CONTR_2026_00391,Vertice Asset e Cobranca,2026-04-21,58,7187.34,Em Aberto,49.0,Norte
CONTR_2026_00392,Vertice Asset e Cobranca,2026-03-29,114,5306.69,Em Aberto,18.0,Centro-Oeste
CONTR_2026_00393,Vertice Asset e Cobranca,2026-03-26,126,7038.61,Acordo Firmado,81.0,Sudeste
CONTR_2026_00394,Acerta Credito Integrado,2026-02-21,135,5080.33,Em Aberto,75.0,Sudeste
CONTR_2026_00395,Vertice Asset e Cobranca,2026-01-23,76,5517.75,Em Aberto,76.0,Sudeste
CONTR_2026_00396,Fenix Recuperacao de Credito,2026-02-18,103,2480.2,Em Aberto,3.0,Sul
CONTR_2026_00397,Acerta Credito Integrado,2026-02-07,73,4239.48,Acordo Firmado,79.0,Centro-Oeste
CONTR_2026_00398,Vertice Asset e Cobranca,2026-02-16,62,1255.68,Em Aberto,57.0,Nordeste
CONTR_2026_00399,Acerta Credito Integrado,2026-03-13,137,6724.16,Insucesso,6.0,Sudeste
CONTR_2026_00400,Acerta Credito Integrado,2026-01-07,106,3219.6,Insucesso,69.0,Nordeste
CONTR_2026_00401,Fenix Recuperacao de Credito,2026-03-07,128,6540.28,Em Aberto,31.0,Sudeste
CONTR_2026_00402,Fenix Recuperacao de Credito,2026-04-04,53,14249.74,Acordo Firmado,8.0,Nordeste
CONTR_2026_00403,Nexus Mediacao Financeira,2026-03-18,98,5678.07,Acordo Firmado,10.0,Sul
CONTR_2026_00404,Acerta Credito Integrado,2026-03-03,105,3188.12,Em Aberto,51.0,Sudeste
CONTR_2026_00405,Vertice Asset e Cobranca,2026-03-28,65,2360.66,Em Aberto,12.0,Centro-Oeste
CONTR_2026_00406,Acerta Credito Integrado,2026-01-29,134,2649.81,Em Aberto,92.0,Norte
CONTR_2026_00407,Vertice Asset e Cobranca,2026-02-07,82,23029.6,Acordo Firmado,76.0,Norte
CONTR_2026_00408,Fenix Recuperacao de Credito,2026-04-11,103,5977.28,Insucesso,94.0,Nordeste
CONTR_2026_00409,Fenix Recuperacao de Credito,2026-03-25,73,4103.97,Em Aberto,19.0,Sudeste
CONTR_2026_00410,Fenix Recuperacao de Credito,2026-02-02,54,2513.16,Em Aberto,21.0,Sudeste
CONTR_2026_00411,Vertice Asset e Cobranca,2026-01-29,117,8615.14,Acordo Firmado,81.0,Sul
CONTR_2026_00412,Vertice Asset e Cobranca,2026-04-24,101,3650.57,Em Aberto,14.0,Nordeste
CONTR_2026_00413,Vertice Asset e Cobranca,2026-03-20,97,2991.43,Em Aberto,75.0,Centro-Oeste
CONTR_2026_00414,Nexus Mediacao Financeira,2026-01-23,81,2457.1,Acordo Firmado,29.0,Sudeste
CONTR_2026_00415,Nexus Mediacao Financeira,2026-04-16,100,2226.71,Em Aberto,7.0,Sudeste
CONTR_2026_00416,Vertice Asset e Cobranca,2026-01-03,127,2796.74,Acordo Firmado,49.0,Sudeste
CONTR_2026_00417,Vertice Asset e Cobranca,2026-04-11,69,6133.61,Acordo Firmado,65.0,Centro-Oeste
CONTR_2026_00418,Vertice Asset e Cobranca,2026-04-30,106,2571.18,Em Aberto,7.0,Sudeste
CONTR_2026_00419,Nexus Mediacao Financeira,2026-04-03,96,1512.56,Acordo Firmado,14.0,Sudeste
CONTR_2026_00420,Acerta Credito Integrado,2026-02-14,84,3423.82,Acordo Firmado,16.0,Sul
CONTR_2026_00421,Acerta Credito Integrado,2026-01-08,40,5595.6,Acordo Firmado,99.0,Sul
CONTR_2026_00422,Acerta Credito Integrado,2026-03-27,89,1510.54,Em Aberto,16.0,Sul
CONTR_2026_00423,Fenix Recuperacao de Credito,2026-04-27,110,4213.11,Acordo Firmado,85.0,Nordeste
CONTR_2026_00424,Vertice Asset e Cobranca,2026-01-29,99,1468.53,Acordo Firmado,13.0,Nordeste
CONTR_2026_00425,Fenix Recuperacao de Credito,2026-01-02,46,8508.96,Ajuizado,82.0,Nordeste
CONTR_2026_00426,Nexus Mediacao Financeira,2026-04-15,127,11474.04,Em Aberto,29.0,Nordeste
CONTR_2026_00427,Vertice Asset e Cobranca,2026-04-23,139,17794.61,Em Aberto,85.0,Nordeste
CONTR_2026_00428,Acerta Credito Integrado,2026-02-19,86,7076.34,Acordo Firmado,73.0,Sul
CONTR_2026_00429,Vertice Asset e Cobranca,2026-04-19,159,6199.24,Acordo Firmado,95.0,Nordeste
CONTR_2026_00430,Fenix Recuperacao de Credito,2026-03-06,65,7122.11,Acordo Firmado,61.0,Sul
CONTR_2026_00431,Fenix Recuperacao de Credito,2026-04-18,51,10842.99,Em Aberto,37.0,Norte
CONTR_2026_00432,Acerta Credito Integrado,2026-01-20,59,9427.73,Acordo Firmado,17.0,Nordeste
CONTR_2026_00433,Nexus Mediacao Financeira,2026-02-21,97,4085.69,Acordo Firmado,31.0,Sudeste
CONTR_2026_00434,Fenix Recuperacao de Credito,2026-03-26,36,6464.47,Acordo Firmado,59.0,Nordeste
CONTR_2026_00435,Fenix Recuperacao de Credito,2026-02-06,80,2083.21,Insucesso,88.0,Nordeste
CONTR_2026_00436,Acerta Credito Integrado,2026-03-13,178,7136.0,Em Aberto,47.0,Sudeste
CONTR_2026_00437,Fenix Recuperacao de Credito,2026-01-27,44,7760.96,Em Aberto,6.0,Nordeste
CONTR_2026_00438,Acerta Credito Integrado,2026-02-16,73,9280.04,Acordo Firmado,32.0,Sudeste
CONTR_2026_00439,Acerta Credito Integrado,2026-04-09,58,9709.1,Acordo Firmado,31.0,Nordeste
CONTR_2026_00440,Fenix Recuperacao de Credito,2026-01-06,81,4098.27,Em Aberto,18.0,Nordeste
CONTR_2026_00441,Fenix Recuperacao de Credito,2026-03-01,79,12891.93,Insucesso,9.0,Sudeste
CONTR_2026_00442,Vertice Asset e Cobranca,2026-02-14,9999,21003.52,Em Aberto,3.0,Nordeste
CONTR_2026_00443,Vertice Asset e Cobranca,2026-02-13,85,20292.91,Acordo Firmado,71.0,Sudeste
CONTR_2026_00444,Vertice Asset e Cobranca,2026-03-24,108,5606.56,Insucesso,26.0,Nordeste
CONTR_2026_00445,Acerta Credito Integrado,2026-01-18,131,5299.03,Acordo Firmado,13.0,Sudeste
CONTR_2026_00446,Fenix Recuperacao de Credito,2026-04-30,81,4256.31,Acordo Firmado,34.0,Sudeste
CONTR_2026_00447,Vertice Asset e Cobranca,2026-03-06,90,2981.9,Acordo Firmado,43.0,Centro-Oeste
CONTR_2026_00448,Acerta Credito Integrado,2026-01-25,103,3230.51,Em Aberto,93.0,Sudeste
CONTR_2026_00449,Vertice Asset e Cobranca,2026-01-27,52,2415.15,Insucesso,33.0,Nordeste
CONTR_2026_00450,Fenix Recuperacao de Credito,2026-01-07,85,16786.41,Em Aberto,69.0,Sul
CONTR_2026_00451,Acerta Credito Integrado,2026-02-13,74,6035.64,Insucesso,36.0,Sudeste
CONTR_2026_00452,Nexus Mediacao Financeira,2026-04-16,118,14825.72,Acordo Firmado,79.0,Nordeste
CONTR_2026_00453,Vertice Asset e Cobranca,2026-01-29,142,3647.98,Em Aberto,74.0,Nordeste
CONTR_2026_00454,Fenix Recuperacao de Credito,2026-04-05,66,2970.5,Em Aberto,68.0,Nordeste
CONTR_2026_00455,Fenix Recuperacao de Credito,2026-02-13,128,1912.11,Acordo Firmado,47.0,Sul
CONTR_2026_00456,Vertice Asset e Cobranca,2026-04-17,46,2985.13,Acordo Firmado,61.0,Sul
CONTR_2026_00457,Fenix Recuperacao de Credito,2026-02-05,96,12243.68,Insucesso,45.0,Sudeste
CONTR_2026_00458,Vertice Asset e Cobranca,2026-01-19,97,5564.67,Em Aberto,96.0,Nordeste
CONTR_2026_00459,Fenix Recuperacao de Credito,2026-01-06,45,4211.76,Acordo Firmado,51.0,Sudeste
CONTR_2026_00460,Fenix Recuperacao de Credito,2026-01-25,65,5399.54,Insucesso,84.0,Sudeste
CONTR_2026_00461,Fenix Recuperacao de Credito,2026-01-31,62,12360.13,Acordo Firmado,48.0,Nordeste
CONTR_2026_00462,Nexus Mediacao Financeira,2026-01-09,50,2271.06,Acordo Firmado,41.0,Nordeste
CONTR_2026_00463,Acerta Credito Integrado,2026-03-25,15,18057.13,Em Aberto,38.0,Sudeste
CONTR_2026_00464,Nexus Mediacao Financeira,2026-03-15,83,6685.98,Insucesso,68.0,Sul
CONTR_2026_00465,Vertice Asset e Cobranca,2026-02-06,87,10867.2,Em Aberto,75.0,Sudeste
CONTR_2026_00466,Vertice Asset e Cobranca,2026-01-27,87,4926.49,Acordo Firmado,11.0,Sudeste
CONTR_2026_00467,Vertice Asset e Cobranca,2026-01-13,112,2550.11,Em Aberto,16.0,Centro-Oeste
CONTR_2026_00468,Acerta Credito Integrado,2026-02-10,31,5390.11,Acordo Firmado,65.0,Sudeste
CONTR_2026_00469,Fenix Recuperacao de Credito,2026-03-07,78,1551.79,Insucesso,97.0,Centro-Oeste
CONTR_2026_00470,Vertice Asset e Cobranca,2026-04-24,166,10759.31,Ajuizado,71.0,Nordeste
CONTR_2026_00471,Fenix Recuperacao de Credito,2026-03-26,116,6443.1,Em Aberto,67.0,Sudeste
CONTR_2026_00472,Vertice Asset e Cobranca,2026-04-07,116,2862.4,Acordo Firmado,71.0,Nordeste
CONTR_2026_00473,Fenix Recuperacao de Credito,2026-01-24,59,2804.26,Acordo Firmado,1.0,Sul
CONTR_2026_00474,Acerta Credito Integrado,2026-04-27,84,12855.23,Em Aberto,97.0,Sul
CONTR_2026_00475,Nexus Mediacao Financeira,2026-02-13,21,10391.33,Ajuizado,71.0,Sudeste
CONTR_2026_00476,Vertice Asset e Cobranca,2026-04-16,107,8400.77,Ajuizado,4.0,Sudeste
CONTR_2026_00477,Fenix Recuperacao de Credito,2026-04-08,132,3878.94,Acordo Firmado,82.0,Sudeste
CONTR_2026_00478,Nexus Mediacao Financeira,2026-03-01,46,11498.39,Acordo Firmado,37.0,Nordeste
CONTR_2026_00479,Vertice Asset e Cobranca,2026-01-09,55,2617.72,Em Aberto,14.0,Sudeste
CONTR_2026_00480,Nexus Mediacao Financeira,2026-01-02,89,1322.76,Insucesso,79.0,Nordeste
CONTR_2026_00481,Nexus Mediacao Financeira,2026-04-29,94,4034.95,Acordo Firmado,25.0,Sudeste
CONTR_2026_00482,Nexus Mediacao Financeira,2026-02-25,73,13799.06,Acordo Firmado,51.0,Sul
CONTR_2026_00483,Vertice Asset e Cobranca,2026-01-30,65,5434.14,Em Aberto,4.0,Sudeste
CONTR_2026_00484,Nexus Mediacao Financeira,2026-01-22,65,2503.16,Acordo Firmado,66.0,Sudeste
CONTR_2026_00485,Nexus Mediacao Financeira,2026-04-20,88,6460.86,Em Aberto,43.0,Norte
CONTR_2026_00486,Fenix Recuperacao de Credito,2026-03-16,107,8032.18,Em Aberto,26.0,Nordeste
CONTR_2026_00487,Fenix Recuperacao de Credito,2026-04-29,88,5196.29,Acordo Firmado,84.0,Sudeste
CONTR_2026_00488,Vertice Asset e Cobranca,2026-04-17,85,10444.76,Acordo Firmado,15.0,Nordeste
CONTR_2026_00489,Vertice Asset e Cobranca,2026-03-22,37,5687.01,Em Aberto,51.0,Sudeste
CONTR_2026_00490,Acerta Credito Integrado,2026-04-10,116,1704.74,Em Aberto,37.0,Sul
CONTR_2026_00491,Vertice Asset e Cobranca,2026-01-13,88,9491.7,Em Aberto,43.0,Sul
CONTR_2026_00492,Nexus Mediacao Financeira,2026-03-12,76,1991.21,Ajuizado,42.0,Sudeste
